Temperature,Humidity,HeartRate,SpO2,HeatIndex,Label
39.57,94.54,145.8,95.2,57.97,DANGER
30.72,63.34,105.6,98.0,35.92,SAFE
36.67,75.59,164.1,88.0,47.99,CRITICAL
32.26,38.87,146.8,93.9,34.43,DANGER
32.56,70.46,129.8,98.9,39.92,WARNING
26.65,33.47,91.5,98.0,26.49,SAFE
34.94,50.71,162.5,96.0,40.28,DANGER
31.48,67.9,98.3,99.1,37.78,SAFE
23.26,33.43,97.5,98.1,22.4,SAFE
22.6,63.76,118.6,95.3,24.35,WARNING
38.38,54.23,163.3,91.8,46.44,DANGER
39.16,95.45,178.4,91.6,57.28,CRITICAL
19.45,49.6,77.1,98.0,19.14,SAFE
42.64,64.03,152.6,93.4,56.47,CRITICAL
45.6,81.28,173.0,90.4,67.99,CRITICAL
41.18,75.5,171.9,92.0,56.65,CRITICAL
35.36,73.6,150.3,95.0,45.24,DANGER
36.65,84.16,132.3,95.3,49.69,DANGER
35.35,98.0,143.0,93.0,49.82,DANGER
34.46,67.4,136.7,94.9,42.55,DANGER
42.65,78.57,163.0,91.6,60.56,CRITICAL
40.65,67.51,166.9,90.0,53.59,CRITICAL
34.45,76.02,133.8,94.7,44.09,WARNING
35.49,45.68,142.6,94.9,40.17,WARNING
31.6,52.27,138.5,99.7,35.59,WARNING
35.42,70.1,113.4,96.0,44.67,WARNING
28.24,51.13,71.5,98.3,30.69,SAFE
37.27,86.01,162.0,95.7,51.27,CRITICAL
30.8,78.04,64.9,96.9,38.19,SAFE
35.53,50.61,115.4,96.9,41.16,WARNING
28.52,20.2,75.0,98.0,27.11,SAFE
38.85,96.13,132.9,93.2,56.76,DANGER
42.68,59.74,177.5,91.5,55.37,CRITICAL
40.34,51.35,188.3,90.3,49.02,CRITICAL
37.04,48.3,142.8,94.5,43.03,DANGER
21.08,23.69,92.0,98.3,19.02,SAFE
39.52,91.23,164.4,93.8,57.07,CRITICAL
41.25,27.42,135.1,96.0,44.35,DANGER
24.25,61.84,90.5,96.9,26.42,SAFE
29.84,43.73,136.6,97.8,31.89,WARNING
41.56,36.78,156.8,94.5,47.24,CRITICAL
38.97,62.81,170.6,93.8,49.37,DANGER
24.0,46.42,102.6,96.7,24.56,SAFE
42.4,74.64,176.5,92.2,58.93,CRITICAL
38.99,51.56,132.0,98.8,46.82,WARNING
28.42,53.31,100.4,94.0,31.21,WARNING
42.24,46.59,177.5,92.1,50.95,CRITICAL
40.43,64.38,178.2,93.6,52.39,CRITICAL
36.76,71.73,166.3,98.0,47.36,DANGER
37.05,61.52,139.5,93.1,45.77,DANGER
42.42,60.55,146.9,88.0,55.1,CRITICAL
23.47,67.46,101.0,99.7,25.89,SAFE
40.53,70.47,135.9,97.0,54.09,DANGER
34.05,66.86,114.1,94.5,41.77,WARNING
25.94,39.26,94.4,98.2,26.26,SAFE
35.55,75.45,145.0,96.6,45.92,WARNING
35.35,30.91,146.8,95.4,37.17,DANGER
20.46,62.2,83.7,98.8,21.39,SAFE
33.1,72.56,122.8,99.8,41.17,WARNING
24.83,49.15,68.8,96.8,25.9,SAFE
31.87,38.59,147.8,92.4,33.86,DANGER
27.51,48.51,134.2,94.4,29.37,WARNING
26.53,57.91,55.9,98.4,29.13,SAFE
38.91,88.3,148.4,95.2,55.1,DANGER
38.77,48.56,141.6,95.4,45.8,DANGER
22.44,59.33,109.2,97.4,23.74,SAFE
40.7,72.75,144.4,91.2,55.01,CRITICAL
27.84,39.71,100.5,99.5,28.73,SAFE
33.83,44.56,147.7,92.8,37.55,DANGER
26.83,38.44,100.7,100.0,27.29,SAFE
39.53,72.14,190.0,88.9,52.58,CRITICAL
23.07,20.89,59.6,96.6,21.01,SAFE
24.63,71.0,91.8,97.4,27.87,SAFE
41.15,87.61,155.3,93.0,59.73,CRITICAL
37.4,71.71,138.8,96.3,48.51,DANGER
38.16,71.48,138.7,95.3,49.86,DANGER
33.03,47.11,138.4,98.0,36.83,WARNING
45.73,81.0,167.9,90.5,68.2,CRITICAL
35.48,61.89,119.9,96.5,43.22,WARNING
46.81,78.62,167.6,91.2,69.96,CRITICAL
26.74,52.96,122.5,96.5,28.86,WARNING
27.82,73.3,97.6,99.2,32.84,SAFE
33.55,63.22,142.3,94.1,40.33,WARNING
28.77,46.46,103.9,97.8,30.81,SAFE
24.91,31.32,98.8,97.4,24.16,SAFE
36.9,90.45,155.6,94.4,51.45,DANGER
23.62,50.79,68.0,98.0,24.49,SAFE
36.46,52.93,160.3,94.9,43.06,DANGER
43.86,65.37,190.0,88.7,59.26,CRITICAL
20.63,37.87,77.1,97.8,19.65,SAFE
21.73,59.2,91.1,97.8,22.8,SAFE
43.4,77.73,164.9,93.7,61.93,CRITICAL
27.17,35.79,73.3,98.0,27.4,SAFE
40.08,71.19,151.0,94.0,53.41,DANGER
20.67,30.53,105.7,98.8,19.12,SAFE
38.54,49.23,163.3,92.8,45.58,DANGER
43.64,71.69,169.1,90.9,60.68,CRITICAL
36.7,90.38,161.6,94.1,51.04,DANGER
24.21,43.55,83.5,98.7,24.54,SAFE
37.26,54.86,151.8,96.1,44.74,DANGER
34.48,40.81,88.9,98.7,37.81,SAFE
31.44,36.41,126.0,95.2,32.95,WARNING
31.74,34.95,147.4,94.5,33.13,DANGER
27.04,33.98,85.4,98.5,27.03,SAFE
35.49,23.52,139.6,95.2,35.96,DANGER
36.66,69.01,124.8,94.6,46.63,DANGER
24.61,41.62,82.0,97.5,24.85,SAFE
33.33,76.48,152.0,97.1,42.22,WARNING
24.27,36.41,77.5,99.6,23.91,SAFE
21.83,29.69,101.4,98.5,20.38,SAFE
24.91,50.01,80.2,98.4,26.1,SAFE
33.41,58.99,133.9,98.3,39.39,WARNING
33.49,63.95,157.2,93.1,40.36,DANGER
41.29,77.93,146.8,90.5,57.51,CRITICAL
39.93,82.68,172.9,93.7,55.89,CRITICAL
41.69,80.08,149.2,90.8,58.92,CRITICAL
34.35,63.98,142.3,95.6,41.76,DANGER
40.7,61.42,166.1,89.4,52.15,CRITICAL
25.28,57.41,64.1,98.6,27.37,SAFE
25.58,63.4,94.7,96.6,28.42,SAFE
41.1,64.38,174.7,92.4,53.64,CRITICAL
31.6,74.06,137.6,95.6,38.92,DANGER
25.43,32.25,85.0,99.0,24.87,SAFE
27.56,57.07,84.0,96.4,30.48,SAFE
29.01,54.65,115.0,95.2,32.21,WARNING
39.73,89.86,150.8,94.8,57.21,DANGER
28.72,69.7,67.8,98.8,33.75,SAFE
27.85,44.18,98.1,99.2,29.3,SAFE
31.23,55.16,106.1,96.3,35.49,WARNING
32.19,43.79,114.2,95.2,35.11,WARNING
33.0,96.33,83.2,97.9,44.94,SAFE
37.76,70.54,177.3,93.1,48.93,CRITICAL
35.75,55.01,138.1,93.1,42.34,DANGER
34.15,62.56,129.6,96.1,41.17,WARNING
22.36,59.32,108.5,98.1,23.64,SAFE
34.91,42.73,145.5,93.3,38.77,DANGER
39.76,78.87,173.8,92.2,54.63,CRITICAL
26.3,55.46,129.7,98.8,28.55,WARNING
36.98,84.27,148.2,94.9,50.35,DANGER
33.46,61.28,188.6,90.6,39.86,CRITICAL
26.61,69.26,101.9,98.2,30.56,SAFE
36.72,87.41,174.8,93.3,50.48,CRITICAL
38.98,73.73,168.8,92.9,51.91,CRITICAL
36.8,61.02,147.7,93.1,45.26,DANGER
45.82,75.3,162.7,91.1,66.54,DANGER
25.46,26.69,68.8,99.0,24.32,SAFE
36.34,35.92,137.4,94.4,39.49,DANGER
42.42,88.28,179.7,92.2,62.73,CRITICAL
36.97,98.0,155.0,93.8,53.15,DANGER
35.37,44.35,154.5,92.6,39.73,DANGER
45.87,47.11,182.3,89.9,57.39,CRITICAL
27.06,35.75,81.8,100.0,27.27,SAFE
24.31,42.87,74.9,98.1,24.59,SAFE
26.21,43.86,94.5,98.7,27.12,SAFE
29.51,40.67,89.1,98.2,31.03,SAFE
38.62,64.83,172.2,89.5,49.21,CRITICAL
23.33,23.48,122.1,97.2,21.54,SAFE
37.72,45.35,148.6,97.2,43.45,DANGER
28.46,57.95,124.6,97.3,31.86,WARNING
27.22,36.92,128.8,96.0,27.6,WARNING
35.92,65.3,157.5,93.9,44.62,DANGER
38.54,80.73,146.3,93.9,52.64,DANGER
42.49,88.11,170.2,93.0,62.86,DANGER
36.48,64.91,138.3,92.2,45.49,DANGER
43.11,86.76,166.2,94.2,63.88,CRITICAL
41.67,78.63,184.0,91.9,58.49,CRITICAL
42.96,69.26,176.9,96.4,58.57,CRITICAL
38.84,54.66,143.7,92.0,47.3,DANGER
40.73,55.45,162.0,96.7,50.71,DANGER
41.53,64.36,140.7,94.9,54.45,CRITICAL
33.72,44.22,132.3,96.3,37.34,WARNING
35.22,70.07,131.6,92.2,44.34,DANGER
32.23,39.65,97.7,97.2,34.52,SAFE
40.04,64.11,172.8,90.5,51.62,CRITICAL
43.01,60.09,141.0,96.1,56.09,DANGER
22.25,65.61,72.1,99.4,24.04,SAFE
40.88,66.5,173.7,92.4,53.77,CRITICAL
44.59,83.49,154.3,89.5,66.34,CRITICAL
26.81,63.03,98.1,96.3,30.13,SAFE
29.65,44.28,112.3,95.8,31.71,WARNING
41.61,90.05,188.0,92.1,61.39,CRITICAL
47.47,77.17,165.2,93.2,71.02,CRITICAL
42.02,64.06,168.9,91.8,55.3,CRITICAL
44.71,83.25,168.8,93.8,66.52,CRITICAL
36.11,52.67,152.9,92.5,42.46,DANGER
22.3,75.84,106.5,99.5,25.02,SAFE
19.6,62.77,63.1,97.4,20.31,SAFE
42.9,82.59,157.3,95.9,62.23,CRITICAL
38.59,84.82,181.4,89.8,53.66,CRITICAL
36.62,35.7,149.0,95.7,39.83,DANGER
35.62,66.29,158.1,94.1,44.3,DANGER
26.89,32.41,122.5,97.2,26.67,SAFE
31.09,41.22,89.2,97.8,33.21,SAFE
37.33,49.46,116.1,96.7,43.71,WARNING
31.6,76.29,90.6,97.1,39.26,SAFE
33.4,93.73,98.8,97.9,45.26,WARNING
41.57,90.14,181.3,96.2,61.32,CRITICAL
30.65,48.31,115.2,95.3,33.64,WARNING
31.69,54.95,154.2,95.7,36.13,DANGER
31.74,69.4,116.2,96.3,38.44,WARNING
27.43,30.53,70.7,98.7,27.1,SAFE
47.98,76.05,166.5,92.8,71.83,CRITICAL
26.82,71.71,130.6,96.2,31.14,WARNING
25.55,37.29,92.7,99.9,25.57,SAFE
21.65,51.71,70.6,96.3,22.06,SAFE
39.58,80.76,133.9,94.6,54.72,DANGER
36.03,52.99,157.7,94.4,42.39,DANGER
26.79,43.89,77.2,97.8,27.88,SAFE
22.33,41.72,90.7,98.4,22.04,SAFE
33.81,45.31,115.0,95.8,37.65,WARNING
41.57,62.7,171.6,90.9,54.09,CRITICAL
34.49,55.05,122.6,94.2,40.39,WARNING
30.5,15.21,132.3,97.1,28.69,WARNING
26.68,46.62,104.8,99.0,28.05,SAFE
28.26,43.7,70.6,97.0,29.77,SAFE
42.58,87.93,159.8,92.8,62.99,CRITICAL
26.89,68.18,148.6,94.4,30.83,WARNING
48.0,67.01,173.7,90.7,68.57,CRITICAL
39.33,62.14,156.0,95.0,49.87,DANGER
21.62,10.0,112.8,97.2,18.47,SAFE
37.94,78.45,154.1,94.8,50.96,DANGER
24.45,86.78,92.0,99.0,29.21,SAFE
37.22,77.69,154.3,96.5,49.43,DANGER
26.6,32.99,70.8,97.6,26.38,SAFE
38.73,65.25,138.1,94.6,49.51,DANGER
19.79,38.67,104.6,97.9,18.73,SAFE
31.77,53.58,85.1,96.8,36.03,SAFE
44.62,83.44,174.0,91.8,66.38,CRITICAL
38.16,93.27,170.9,91.7,54.65,CRITICAL
35.51,38.56,124.1,96.8,38.84,WARNING
32.31,55.58,124.1,96.7,37.16,WARNING
41.59,75.4,141.4,94.7,57.47,CRITICAL
24.12,38.92,90.4,96.3,23.97,SAFE
34.0,79.09,120.3,96.5,43.84,SAFE
40.18,66.55,169.2,91.3,52.47,CRITICAL
45.02,63.51,171.9,92.2,61.04,CRITICAL
28.33,56.17,124.6,97.0,31.44,WARNING
31.52,47.02,137.3,99.6,34.67,WARNING
24.94,37.09,75.0,97.6,24.79,SAFE
38.15,50.92,145.0,93.3,45.32,DANGER
33.62,56.65,143.0,92.5,39.32,DANGER
29.43,46.48,81.0,98.3,31.7,SAFE
25.75,43.96,90.8,97.4,26.54,SAFE
32.84,57.6,112.8,97.0,38.28,WARNING
35.07,41.11,151.3,94.1,38.7,DANGER
23.26,36.25,66.4,96.8,22.66,SAFE
23.28,58.61,92.0,98.9,24.79,SAFE
46.47,79.36,173.9,91.1,69.41,CRITICAL
37.38,58.6,153.1,93.6,45.72,WARNING
28.26,41.73,91.3,99.5,29.52,SAFE
39.3,88.17,174.1,93.2,55.88,CRITICAL
29.41,29.85,83.3,97.4,29.43,SAFE
38.75,39.35,160.6,94.3,43.67,DANGER
23.67,39.76,79.2,97.7,23.5,SAFE
33.91,41.71,151.3,98.0,37.16,DANGER
31.91,41.85,69.4,96.6,34.42,SAFE
23.11,33.91,94.2,96.0,22.27,SAFE
32.51,66.4,119.2,97.1,39.2,DANGER
40.8,69.33,184.0,90.8,54.33,CRITICAL
38.33,73.38,141.0,92.1,50.6,DANGER
23.82,47.36,100.6,99.7,24.43,SAFE
39.96,70.26,177.1,90.6,52.95,CRITICAL
39.86,46.76,140.9,97.4,47.11,DANGER
34.76,71.21,148.9,96.1,43.75,DANGER
42.91,57.9,163.9,95.7,55.27,DANGER
42.96,74.25,169.0,90.6,60.0,CRITICAL
39.28,49.19,163.4,96.2,46.75,DANGER
34.76,56.1,154.2,93.3,41.0,DANGER
40.06,71.29,164.9,90.3,53.4,CRITICAL
36.35,55.44,145.7,97.5,43.38,WARNING
47.38,77.36,160.8,90.8,70.88,CRITICAL
39.85,64.66,149.4,94.7,51.41,DANGER
40.57,71.85,153.6,95.8,54.53,DANGER
46.14,74.06,163.3,93.2,66.86,CRITICAL
35.12,85.0,159.6,92.0,46.93,DANGER
25.94,64.87,99.3,97.1,29.09,SAFE
29.2,60.41,116.7,94.1,33.25,SAFE
29.46,62.8,128.0,97.9,33.95,WARNING
32.79,92.96,125.7,97.5,43.99,DANGER
36.65,75.06,158.8,94.6,47.84,DANGER
24.94,63.7,97.8,96.8,27.56,WARNING
36.92,77.6,162.7,95.6,48.86,DANGER
28.77,24.47,70.3,98.7,27.95,SAFE
32.41,39.67,147.8,93.5,34.76,WARNING
30.78,69.45,117.4,96.4,36.92,WARNING
26.69,35.73,82.0,97.5,26.81,SAFE
31.69,55.5,137.3,95.9,36.21,WARNING
40.53,53.12,184.9,91.8,49.77,CRITICAL
30.54,43.79,120.9,97.8,32.84,DANGER
42.77,60.81,132.1,93.5,55.84,DANGER
20.33,32.23,89.1,97.6,18.87,SAFE
33.15,67.56,160.9,94.2,40.42,DANGER
37.4,69.3,154.3,92.3,48.01,DANGER
39.71,34.41,139.9,94.8,43.92,DANGER
22.66,45.09,98.4,99.8,22.74,SAFE
39.85,82.84,175.3,89.7,55.76,CRITICAL
31.83,69.52,122.5,96.4,38.6,WARNING
25.6,43.32,66.9,96.9,26.27,SAFE
41.04,79.18,188.5,92.7,57.33,CRITICAL
41.1,91.19,167.0,90.8,60.52,CRITICAL
30.02,53.42,121.1,95.0,33.48,WARNING
39.95,66.15,178.9,94.6,51.95,CRITICAL
22.11,41.17,85.3,97.1,21.71,SAFE
30.89,56.52,124.5,96.7,35.19,WARNING
41.66,79.85,143.6,95.3,58.79,DANGER
35.74,55.42,146.7,95.8,42.41,DANGER
20.63,56.64,119.3,97.3,21.17,SAFE
25.76,71.27,96.8,98.4,29.53,SAFE
25.71,34.21,78.3,96.3,25.43,SAFE
43.1,49.8,172.3,89.7,53.32,CRITICAL
35.45,61.98,158.0,93.4,43.19,CRITICAL
34.75,58.96,147.6,96.2,41.5,DANGER
35.76,61.0,130.8,94.3,43.52,WARNING
40.82,66.39,190.0,94.5,53.63,CRITICAL
35.72,46.26,140.2,94.2,40.62,DANGER
37.82,46.53,151.2,95.2,43.85,DANGER
30.73,51.18,93.3,98.4,34.17,WARNING
24.69,51.79,80.5,98.1,25.99,SAFE
40.53,81.03,187.0,93.9,56.74,CRITICAL
32.09,58.95,109.3,98.2,37.36,WARNING
41.86,84.22,186.8,93.2,60.38,CRITICAL
34.33,70.81,162.2,92.9,42.95,CRITICAL
40.62,92.24,169.1,90.3,59.72,CRITICAL
24.92,71.29,76.5,98.0,28.31,SAFE
43.29,57.24,177.7,92.2,55.78,CRITICAL
26.22,51.62,84.2,96.6,28.0,SAFE
37.75,61.94,154.8,95.2,47.06,DANGER
38.6,96.67,176.8,94.0,56.35,CRITICAL
41.97,67.1,168.4,91.8,56.01,CRITICAL
34.24,77.8,130.3,97.2,44.03,WARNING
37.52,76.85,151.0,93.9,49.83,DANGER
25.17,46.2,99.1,98.1,26.03,SAFE
34.59,58.86,152.6,92.2,41.23,DANGER
36.94,70.22,146.6,93.5,47.38,DANGER
35.0,65.3,145.3,93.6,43.07,DANGER
35.85,41.68,139.2,97.1,39.93,DANGER
23.56,22.89,68.4,98.4,21.75,SAFE
42.03,69.42,149.4,93.8,56.77,DANGER
23.73,51.81,76.0,97.7,24.73,SAFE
42.78,86.7,164.8,91.2,63.1,CRITICAL
23.35,54.09,101.9,97.7,24.45,SAFE
36.54,34.46,146.8,92.5,39.47,DANGER
41.65,89.98,148.1,90.0,61.44,CRITICAL
22.2,44.26,95.6,98.6,22.1,SAFE
43.57,75.41,161.9,93.0,61.63,CRITICAL
41.94,88.67,143.0,94.0,61.75,CRITICAL
30.46,72.85,121.5,97.4,36.9,WARNING
26.97,57.45,78.6,98.2,29.7,SAFE
39.43,64.5,150.3,94.3,50.6,DANGER
23.36,50.76,84.7,97.6,24.16,SAFE
42.11,50.64,183.7,89.1,51.83,CRITICAL
31.24,29.42,142.0,95.2,31.65,WARNING
26.06,68.32,86.1,99.9,29.64,SAFE
23.64,44.59,115.7,97.3,23.93,SAFE
34.58,32.76,121.3,94.8,36.49,WARNING
42.61,80.72,177.7,89.3,61.06,CRITICAL
39.1,58.55,183.7,91.5,48.64,CRITICAL
36.96,54.82,157.4,93.1,44.24,DANGER
30.13,56.52,88.5,98.8,34.07,SAFE
29.5,39.08,103.1,95.6,30.8,SAFE
33.55,76.93,111.9,97.4,42.67,WARNING
26.83,29.08,98.1,97.5,26.21,SAFE
30.41,68.16,93.7,97.3,36.14,SAFE
21.97,40.37,92.2,99.2,21.48,SAFE
24.19,26.26,118.5,98.3,22.8,SAFE
35.02,90.94,114.0,97.6,47.85,WARNING
28.94,32.52,139.5,95.5,29.21,WARNING
33.47,87.21,150.6,91.2,44.27,DANGER
23.64,52.87,74.7,96.8,24.72,SAFE
36.47,93.22,190.0,94.1,51.16,CRITICAL
22.3,36.4,100.3,100.0,21.53,SAFE
34.52,37.89,144.1,98.6,37.34,WARNING
43.61,60.91,182.6,91.8,57.45,CRITICAL
21.07,47.73,79.4,98.0,20.99,SAFE
41.44,74.19,189.9,92.0,56.86,CRITICAL
38.22,63.95,155.3,90.4,48.32,CRITICAL
30.55,46.16,89.2,98.5,33.2,SAFE
24.45,63.69,96.9,97.1,26.88,SAFE
23.56,36.33,53.5,97.8,23.03,SAFE
38.04,64.13,137.6,93.3,48.03,DANGER
41.06,78.84,153.7,91.8,57.28,DANGER
34.63,35.18,118.9,94.4,37.01,SAFE
41.0,57.24,136.3,92.9,51.63,CRITICAL
30.41,83.65,128.7,95.6,38.36,WARNING
29.29,59.53,102.1,94.8,33.27,WARNING
35.7,70.23,168.3,94.0,45.19,DANGER
21.71,46.98,106.7,96.6,21.73,SAFE
40.7,59.57,153.7,95.2,51.69,DANGER
35.72,49.63,150.0,93.6,41.26,DANGER
37.4,79.51,138.9,96.0,50.17,DANGER
34.8,93.9,169.8,89.1,47.96,CRITICAL
38.66,55.58,143.6,94.3,47.2,DANGER
29.13,62.65,146.5,96.8,33.44,WARNING
26.82,40.72,96.4,98.3,27.55,SAFE
33.12,49.93,134.1,93.5,37.43,WARNING
27.64,61.63,126.6,95.0,31.14,WARNING
22.5,37.86,73.2,96.5,21.9,SAFE
31.05,63.88,130.7,96.4,36.52,WARNING
41.44,85.29,138.6,94.1,59.76,DANGER
23.51,62.97,97.6,97.2,25.51,SAFE
37.18,71.45,149.1,92.2,48.06,DANGER
37.35,55.27,165.7,96.2,44.96,DANGER
40.15,76.07,190.0,90.7,54.74,CRITICAL
39.51,60.91,169.6,93.3,49.9,CRITICAL
38.38,62.37,146.2,92.3,48.24,CRITICAL
41.24,90.87,157.8,94.1,60.77,CRITICAL
34.77,79.88,152.4,95.4,45.34,DANGER
43.64,70.51,170.8,93.1,60.34,CRITICAL
24.52,34.78,114.0,95.5,24.05,WARNING
40.37,56.07,183.4,90.5,50.22,CRITICAL
35.61,69.56,162.1,93.1,44.9,DANGER
40.27,81.89,144.6,94.7,56.4,DANGER
30.67,34.15,110.8,96.6,31.62,WARNING
41.29,76.24,182.7,95.9,57.09,CRITICAL
20.85,38.41,90.2,97.3,19.97,SAFE
26.59,52.68,79.7,95.9,28.63,SAFE
33.92,74.95,161.0,94.3,42.96,DANGER
30.29,64.6,103.0,98.2,35.46,SAFE
30.53,44.68,97.0,98.7,32.95,SAFE
29.3,42.83,131.2,94.8,31.05,WARNING
47.67,73.24,176.3,95.3,70.09,CRITICAL
35.1,41.52,140.6,94.0,38.81,DANGER
33.27,57.12,161.3,94.9,38.86,DANGER
24.57,27.37,71.4,97.4,23.35,SAFE
33.95,66.24,136.1,98.8,41.5,WARNING
33.17,73.06,137.4,97.2,41.37,WARNING
37.55,81.72,158.7,88.9,50.92,CRITICAL
33.28,73.0,126.6,96.4,41.55,WARNING
40.89,70.19,174.7,92.3,54.73,CRITICAL
37.81,73.84,124.7,93.3,49.73,DANGER
40.25,56.38,172.4,88.0,50.1,CRITICAL
39.27,78.29,140.7,95.7,53.52,WARNING
33.79,73.93,152.1,94.3,42.58,DANGER
37.07,47.31,153.5,92.8,42.87,DANGER
24.46,55.76,100.5,97.7,26.09,SAFE
35.44,56.97,136.6,96.9,42.23,WARNING
38.31,66.38,150.1,95.5,49.01,DANGER
36.87,61.13,143.9,91.5,45.4,DANGER
18.0,42.54,96.6,100.0,16.89,SAFE
40.53,77.96,164.9,95.0,55.97,CRITICAL
36.56,91.84,147.1,92.7,51.05,DANGER
37.48,80.38,174.3,94.2,50.51,CRITICAL
22.69,73.56,92.2,100.0,25.37,SAFE
26.99,39.86,109.7,100.0,27.66,SAFE
35.23,42.37,133.6,96.2,39.16,WARNING
38.25,61.08,138.1,92.2,47.72,DANGER
24.85,81.36,98.7,99.0,29.26,SAFE
18.0,60.92,83.6,96.7,18.14,SAFE
34.64,48.13,131.7,96.9,39.36,SAFE
33.93,74.7,154.5,94.2,42.94,DANGER
37.14,84.2,146.5,92.5,50.65,DANGER
21.97,49.11,65.4,98.6,22.24,SAFE
28.76,26.65,86.0,97.4,28.23,SAFE
19.48,57.13,101.4,98.3,19.74,SAFE
40.62,73.27,169.1,91.8,54.97,CRITICAL
33.94,62.38,125.5,97.5,40.81,WARNING
37.0,45.88,155.9,94.2,42.47,DANGER
22.79,40.72,89.0,97.2,22.51,SAFE
30.83,37.12,84.8,96.6,32.27,SAFE
39.22,65.87,136.9,95.1,50.53,DANGER
31.42,43.85,101.8,94.8,34.05,WARNING
25.85,50.18,114.4,96.3,27.35,WARNING
45.19,67.37,139.0,93.0,62.61,CRITICAL
34.25,60.71,118.9,96.2,41.02,WARNING
42.34,85.71,171.5,91.8,61.86,CRITICAL
30.92,42.88,125.8,97.1,33.23,WARNING
24.7,52.37,96.2,98.3,26.06,SAFE
48.0,76.0,173.3,94.7,71.87,CRITICAL
36.52,71.82,152.4,95.9,46.96,DANGER
37.45,65.59,146.9,94.6,47.32,DANGER
42.13,84.19,160.9,90.3,60.96,CRITICAL
38.16,42.61,110.4,97.5,43.53,WARNING
42.06,72.12,143.6,92.4,57.55,DANGER
25.54,76.63,78.8,97.4,29.78,SAFE
35.47,90.29,139.8,97.0,48.59,WARNING
39.79,65.98,180.8,89.2,51.61,CRITICAL
48.0,76.0,184.8,91.5,71.87,CRITICAL
34.75,62.83,131.6,96.7,42.21,DANGER
42.43,72.13,158.9,89.2,58.31,CRITICAL
39.18,83.54,165.8,91.9,54.56,CRITICAL
35.28,39.99,135.8,95.4,38.79,DANGER
40.84,88.37,132.0,96.3,59.24,DANGER
32.82,31.71,146.0,95.8,34.01,WARNING
35.34,96.18,150.0,93.0,49.46,DANGER
30.14,59.49,149.1,96.1,34.51,WARNING
25.81,37.74,86.5,98.3,25.93,SAFE
38.44,88.34,174.6,91.7,54.13,CRITICAL
38.23,89.12,152.0,94.2,53.87,DANGER
37.18,48.25,123.6,96.8,43.23,DANGER
37.88,56.52,122.5,95.3,46.11,WARNING
24.94,64.11,126.7,96.7,27.6,WARNING
24.55,15.54,88.2,99.0,22.12,SAFE
33.54,32.85,110.6,96.8,35.14,WARNING
24.61,51.24,121.3,97.0,25.83,SAFE
35.36,62.89,171.3,90.6,43.23,CRITICAL
22.99,33.82,97.0,97.2,22.11,SAFE
33.59,48.08,159.7,97.0,37.81,DANGER
28.68,33.28,88.5,98.1,28.99,SAFE
24.45,47.13,104.6,99.2,25.2,SAFE
34.54,80.08,161.6,95.6,44.98,DANGER
40.42,69.59,168.5,93.1,53.67,CRITICAL
35.43,47.41,124.7,98.9,40.4,WARNING
20.38,33.49,62.4,97.4,19.02,SAFE
38.89,78.27,135.9,94.7,52.77,DANGER
45.06,82.47,159.6,92.4,67.1,CRITICAL
30.67,45.87,130.2,96.7,33.32,WARNING
34.59,29.74,139.3,97.8,35.96,WARNING
33.03,72.22,144.7,96.1,40.99,DANGER
37.4,59.74,152.2,93.6,46.0,DANGER
26.25,54.36,107.7,98.2,28.35,SAFE
21.12,25.58,109.6,98.5,19.23,WARNING
27.11,27.68,96.9,99.3,26.37,SAFE
41.42,83.31,181.1,92.8,59.19,CRITICAL
39.76,61.69,190.0,90.7,50.51,CRITICAL
34.78,28.75,148.4,94.0,36.03,DANGER
37.82,66.4,162.0,91.1,48.14,CRITICAL
40.24,65.13,169.1,93.3,52.24,CRITICAL
28.31,68.04,98.3,96.5,32.92,SAFE
37.13,87.57,170.3,91.5,51.32,CRITICAL
43.47,85.97,170.3,92.9,64.47,CRITICAL
34.65,70.06,143.4,94.9,43.35,DANGER
41.03,76.91,171.0,88.0,56.72,CRITICAL
26.94,52.55,128.3,97.7,29.08,SAFE
42.64,83.67,173.4,89.8,61.96,CRITICAL
43.86,85.11,156.0,91.7,65.12,CRITICAL
46.17,63.59,155.9,97.0,63.43,CRITICAL
36.47,70.72,138.4,95.0,46.64,DANGER
43.77,85.31,177.5,93.1,64.97,CRITICAL
27.83,49.48,114.0,96.5,29.93,WARNING
37.66,65.51,147.7,92.9,47.66,DANGER
25.44,45.34,78.4,97.7,26.29,SAFE
23.02,29.93,69.4,98.2,21.78,SAFE
39.03,50.84,158.5,94.9,46.73,DANGER
38.67,76.06,141.9,92.9,51.85,DANGER
35.09,74.22,134.8,95.3,44.88,DANGER
36.17,62.93,143.4,96.6,44.58,DANGER
43.71,78.48,153.8,93.5,62.83,CRITICAL
42.76,73.57,170.5,92.7,59.39,CRITICAL
39.92,68.69,181.2,89.1,52.49,CRITICAL
33.57,80.93,136.3,94.8,43.39,DANGER
28.03,52.48,129.8,99.5,30.57,WARNING
24.89,39.6,98.5,97.3,24.99,SAFE
42.09,89.0,164.3,92.0,62.18,CRITICAL
38.53,75.75,145.4,92.6,51.5,DANGER
25.81,55.31,113.5,97.0,27.86,SAFE
41.35,72.67,190.0,94.5,56.28,CRITICAL
33.29,43.57,118.4,97.2,36.61,WARNING
